t_sec,P,TAVG,LVPZ,LVCR,PWNT,PRB,CNH2,RM1,DWB,DTHY
240.0,154.0017547607422,309.9650573730469,57.94209289550781,7.924896240234375,100.54662322998048,1.0518311262130735,0.0,0.0108286347240209,7.131751772249117e-05,0.0002484283759258
250.0,154.00025939941406,309.9643249511719,57.71551132202149,7.924896240234375,100.55687713623048,1.0530173778533936,0.0,0.0115476287901401,7.533805910497904e-05,0.0002542872098274
260.0,153.99732971191406,309.9638061523437,57.49990463256836,7.924896240234375,100.56574249267578,1.0542021989822388,0.0,0.012266450561583,7.935766916489229e-05,0.0002601400192361
270.0,153.99879455566406,309.96307373046875,57.29267120361328,7.924896240234375,100.57711791992188,1.0553854703903198,0.0,0.0129851037636399,8.337637700606138e-05,0.0002659868914633
280.0,154.00189208984375,309.9623413085937,57.096435546875,7.924896240234375,100.5859832763672,1.0565673112869265,0.0,0.0137036014348268,8.739420445635915e-05,0.0002718278265092
290.0,154.03492736816406,309.962646484375,56.91331481933594,7.924896240234375,100.58600616455078,1.057747483253479,0.0,0.0144219687208533,9.14113479666412e-05,0.0002776631736196
300.0,154.10821533203125,309.961669921875,56.72478485107422,7.924896240234375,100.5977783203125,1.0589262247085571,0.0,0.0151404188945889,9.542902262182906e-05,0.0002834945626091
310.0,154.1876678466797,309.9615173339844,56.54537582397461,7.924896240234375,100.60076141357422,1.0601041316986084,0.0,0.0158590134233236,9.944748308043928e-05,0.0002893226337619
320.0,154.2707977294922,309.9608459472656,56.37174987792969,7.924896240234375,100.61106872558594,1.0612801313400269,0.0,0.016577772796154,0.0001034668894135,0.0002951474161818
330.0,154.35899353027344,309.9604797363281,56.205810546875,7.924896240234375,100.616455078125,1.0624552965164185,0.0,0.0172967221587896,0.0001074874089681,0.0003009692882187
340.0,154.45079040527344,309.96002197265625,56.04621887207031,7.924896240234375,100.62506866455078,1.0636290311813354,0.0,0.0180158875882625,0.0001115091581596,0.0003067883371841
350.0,154.54310607910156,309.9594116210937,55.89328002929688,7.924896240234375,100.63323974609376,1.0648010969161987,0.0,0.0187352802604436,0.0001155322242993,0.000312604708597
360.0,154.635498046875,309.9590759277344,55.74724197387695,7.924896240234375,100.63814544677734,1.0659712553024292,0.0,0.0194549169391393,0.0001195566437672,0.0003184185188729
370.0,154.72767639160156,309.958740234375,55.607460021972656,7.924896240234375,100.6439971923828,1.067140817642212,0.0,0.0201747994869947,0.0001235824893228,0.0003242297971155
380.0,154.81944274902344,309.95831298828125,55.47363662719727,7.924896240234375,100.6520004272461,1.0683083534240725,0.0,0.0208949260413646,0.0001276097173104,0.0003300384851172
390.0,154.9108123779297,309.95782470703125,55.34576034545898,7.924896240234375,100.65914916992188,1.0694750547409058,0.0,0.0216153152287006,0.0001316384150413,0.0003358448157086
400.0,155.0015411376953,309.9574279785156,55.22358322143555,7.924896240234375,100.66419219970705,1.0706393718719482,0.0,0.0223359670490026,0.0001356686407234,0.0003416488762013
410.0,155.091552734375,309.9571228027344,55.1068000793457,7.924896240234375,100.66878509521484,1.0718035697937012,0.0,0.0230568908154964,0.0001397003652527,0.000347450521076
420.0,155.1807403564453,309.95684814453125,54.99523162841797,7.924896240234375,100.67308044433594,1.0729660987854004,0.0,0.023778086528182,0.000143733646837,0.0003532499540597
430.0,155.26895141601562,309.9565734863281,54.88854598999024,7.924896240234375,100.6787109375,1.074127197265625,0.0,0.02449956163764,0.0001477685436839,0.0003590470878407
440.0,155.3560028076172,309.9561767578125,54.786502838134766,7.924896240234375,100.68527221679688,1.0752862691879272,0.0,0.0252213254570961,0.0001518050994491,0.0003648421552497
450.0,155.4419708251953,309.95574951171875,54.68907165527344,7.924896240234375,100.69009399414062,1.0764436721801758,0.0,0.0259433798491954,0.000155843241373,0.00037063495256
460.0,155.5271453857422,309.9555969238281,54.59624481201172,7.924896240234375,100.69248962402344,1.0776009559631348,0.0,0.0266657266765832,0.0001598830276634,0.0003764257126022
470.0,155.6137237548828,309.9554138183594,54.50714111328125,7.924896240234375,100.69596099853516,1.0787560939788818,0.0,0.0273883808404207,0.0001639246183913,0.0003822144062723
480.0,155.70262145996094,309.95513916015625,54.42144775390625,7.924896240234375,100.7008819580078,1.0799108743667605,0.0,0.0281113553792238,0.0001679680135566,0.0003880013246089
490.0,155.793701171875,309.9548645019531,54.33902740478516,7.924896240234375,100.70523834228516,1.0810627937316897,0.0,0.0288346707820892,0.000172013300471,0.0003937864385079
500.0,155.8868865966797,309.9545593261719,54.259742736816406,7.924896240234375,100.70970153808594,1.0822144746780396,0.0,0.0295583400875329,0.0001760606101015,0.0003995699808001
510.0,155.9822998046875,309.9544372558594,54.18376159667969,7.924896240234375,100.71047973632812,1.0833637714385986,0.0,0.0302823893725872,0.0001801100443117,0.0004053520679008
520.0,156.0795440673828,309.95428466796875,54.1104736328125,7.924896240234375,100.71392822265624,1.0845125913619995,0.0,0.0310068316757679,0.0001841617340687,0.0004111329908482
530.0,156.1786346435547,309.9540710449219,54.03992462158203,7.924896240234375,100.71778106689452,1.085660457611084,0.0,0.0317316763103008,0.0001882157230284,0.0004169127205386
540.0,156.27944946289062,309.9538269042969,53.9719352722168,7.924896240234375,100.72157287597656,1.086806058883667,0.0,0.0324569605290889,0.0001922720693983,0.000422691431595
550.0,156.38201904296875,309.9535827636719,53.90655517578125,7.924896240234375,100.72462463378906,1.0879507064819336,0.0,0.0331826768815517,0.0001963309186976,0.0004284694150555
560.0,156.486328125,309.9534912109375,53.84374237060547,7.924896240234375,100.72543334960938,1.089093804359436,0.0,0.0339088588953018,0.0002003924309974,0.000434246554505
570.0,156.59217834472656,309.953369140625,53.783111572265625,7.924896240234375,100.72817993164062,1.0905617475509644,0.0,0.0346353836357593,0.0002044526627287,0.0004400170291773
580.0,156.69955444335938,309.95318603515625,53.7247428894043,7.924896240234375,100.7314453125,1.092059850692749,0.0,0.0353620685636997,0.0002085170272039,0.0004457894247025
590.0,156.80838012695312,309.9529724121094,53.66850662231445,7.924896240234375,100.73473358154295,1.0935550928115845,0.0,0.0360888913273811,0.0002125823375536,0.0004515586188063
600.0,156.91859436035156,309.9527587890625,53.61433792114258,7.924896240234375,100.73770141601562,1.0950496196746826,0.0,0.0368158854544162,0.0002166485064662,0.0004573246114887
610.0,157.0302276611328,309.9526672363281,53.56224060058594,7.924896240234375,100.73809051513672,1.0965427160263062,0.0,0.0375430285930633,0.0002207156212534,0.0004630874900612
620.0,157.08827209472656,309.9530334472656,53.51298904418945,7.924896240234375,100.73206329345705,1.0980335474014282,0.0,0.0382703244686126,0.0002247835654998,0.0004688469925895
630.0,157.0891571044922,309.952392578125,53.45661544799805,7.924896240234375,100.74327850341795,1.0995242595672607,0.0,0.0389974750578403,0.0002288507675984,0.0004746007034555
640.0,157.0915069580078,309.95245361328125,53.40180206298828,7.924896240234375,100.74072265625,1.101011872291565,0.0,0.0397244095802307,0.0002329167182324,0.0004803482443094
650.0,157.0955810546875,309.952392578125,53.3508415222168,7.924896240234375,100.74222564697266,1.1024982929229736,0.0,0.0404511280357837,0.0002369815047131,0.0004860895860474
660.0,157.1003875732422,309.9517822265625,53.30051803588867,7.924896240234375,100.74984741210938,1.1039845943450928,0.0,0.0411776602268219,0.000241045243456,0.0004918248741887
670.0,157.0840606689453,309.9519348144531,53.25400161743164,7.924896240234375,100.74605560302734,1.10546875,0.0,0.0419039949774742,0.0002451079490128,0.0004975539632141
680.0,157.08753967285156,309.95098876953125,53.25251770019531,7.924896240234375,100.75582122802734,1.106951355934143,0.0,0.0426301322877407,0.0002491695340722,0.0005032771150581
690.0,157.0888214111328,309.9501342773437,53.21044158935547,7.924896240234375,100.7597198486328,1.1084322929382324,0.0,0.0433561168611049,0.000253230362432,0.000508994446136
700.0,157.08290100097656,309.95196533203125,53.13948440551758,7.924896240234375,100.764404296875,1.109910488128662,0.0,0.0440819077193737,0.0002572900848463,0.0005147057236172
710.0,157.08953857421875,309.95147705078125,53.08720397949219,7.924896240234375,100.75664520263672,1.1113885641098022,0.0,0.0448075383901596,0.0002613489050418,0.0005204110057093
720.0,157.10044860839844,309.9511413574219,53.04595184326172,7.924896240234375,100.7594985961914,1.112865924835205,0.0,0.0455329827964305,0.0002654067939147,0.0005261106998659
730.0,157.08636474609375,309.95050048828125,53.05360412597656,7.924896240234375,100.76280212402344,1.114340901374817,0.0,0.0462582893669605,0.0002694638387765,0.0005318045150488
740.0,157.08241271972656,309.9513244628906,53.003883361816406,7.924896240234375,100.7762451171875,1.115815281867981,0.0,0.0469834394752979,0.0002735200396273,0.0005374926840886
750.0,157.0878448486328,309.9514465332031,52.94737243652344,7.924896240234375,100.7664794921875,1.1172882318496704,0.0,0.047708436846733,0.0002775754546746,0.0005431752069853
760.0,157.1009979248047,309.95086669921875,52.90876770019531,7.924896240234375,100.76602172851562,1.1187586784362793,0.0,0.0484333112835884,0.0002816300548147,0.0005488520255312
770.0,157.08961486816406,309.9500732421875,52.92082977294922,7.924896240234375,100.76964569091795,1.1202285289764404,0.0,0.0491580255329608,0.0002856839855667,0.000554523372557
780.0,157.08230590820312,309.9512023925781,52.861549377441406,7.924896240234375,100.7750015258789,1.1216952800750732,0.0,0.0498826242983341,0.0002897372469305,0.0005601894226856
790.0,157.09552001953125,309.95068359375,52.82032012939453,7.924896240234375,100.77041625976562,1.1231613159179688,0.0,0.0506071113049984,0.000293789722491,0.0005658497102558
800.0,157.08570861816406,309.9498596191406,52.83399200439453,7.924896240234375,100.77254486083984,1.124627709388733,0.0,0.0513314567506313,0.0002978416450787,0.0005715047591365
810.0,157.08685302734375,309.9507751464844,52.79294967651367,7.924896240234375,100.78467559814452,1.1260915994644165,0.0,0.0520556978881359,0.0003018929564859,0.0005771546275354
820.0,157.0957794189453,309.950439453125,52.74028778076172,7.924896240234375,100.77366638183594,1.127553939819336,0.0,0.0527798272669315,0.0003059435694012,0.0005827990244142
830.0,157.08778381347656,309.9496459960937,52.75722885131836,7.924896240234375,100.77586364746094,1.1290154457092283,0.0,0.0535038746893405,0.0003099938330706,0.0005884384154342
840.0,157.084228515625,309.95074462890625,52.70429992675781,7.924896240234375,100.78253173828124,1.130473256111145,0.0,0.0542278252542018,0.000314043572871,0.000594072509557
850.0,157.1007080078125,309.9501953125,52.667362213134766,7.924896240234375,100.77571868896484,1.1319310665130615,0.0,0.0549516975879669,0.0003180927888024,0.0005997014814056
860.0,157.08688354492188,309.9486389160156,52.68917083740234,7.924896240234375,100.78265380859376,1.1333885192871094,0.0,0.0556754879653453,0.0003221417136956,0.0006053255056031
870.0,157.09014892578125,309.95050048828125,52.63044357299805,7.924896240234375,100.7812728881836,1.1348434686660769,0.0,0.0563992001116275,0.0003261901147197,0.000610944640357
880.0,157.087646484375,309.94989013671875,52.603763580322266,7.924896240234375,100.77995300292967,1.1362978219985962,0.0,0.0571228414773941,0.000330238166498,0.0006165587692521
890.0,157.08241271972656,309.9504699707031,52.59881591796875,7.924896240234375,100.78649139404295,1.1377508640289309,0.0,0.0578464269638061,0.0003342858981341,0.0006221680669113
900.0,157.1013946533203,309.94989013671875,52.565879821777344,7.924896240234375,100.7809600830078,1.1392006874084473,0.0,0.0585699565708637,0.0003383333678357,0.0006277725333347
910.0,157.0897979736328,309.9483947753906,52.59187698364258,7.924896240234375,100.7862548828125,1.140650510787964,0.0,0.0592934675514698,0.0003423806920181,0.0006333722267299
920.0,157.09402465820312,309.9498596191406,52.53235626220703,7.924896240234375,100.78257751464844,1.1420985460281372,0.0,0.0600169077515602,0.0003464278124738,0.0006389673799276
930.0,157.0909423828125,309.9490966796875,52.55778503417969,7.924896240234375,100.78424835205078,1.1435449123382568,0.0,0.0607403330504894,0.0003504747292026,0.0006445578765124
940.0,157.08914184570312,309.9501342773437,52.5038948059082,7.924896240234375,100.7871322631836,1.144991159439087,0.0,0.0614637434482574,0.00035452155862,0.0006501437164843
950.0,157.0897216796875,309.94952392578125,52.481727600097656,7.924896240234375,100.78485107421876,1.1464357376098633,0.0,0.0621871426701545,0.0003585683880373,0.0006557252490893
960.0,157.087158203125,309.9501342773437,52.48213958740234,7.924896240234375,100.79209899902344,1.1478773355484009,0.0,0.0629105344414711,0.0003626152174547,0.0006613024161197
970.0,157.08554077148438,309.9494934082031,52.45287322998047,7.924896240234375,100.7860107421875,1.1493191719055176,0.0,0.0636339262127876,0.0003666620759759,0.0006668752175755
980.0,157.08387756347656,309.95001220703125,52.45396423339844,7.924896240234375,100.79361724853516,1.1507574319839478,0.0,0.0643573179841041,0.0003707088471855,0.0006724436534568
990.0,157.08331298828125,309.94952392578125,52.4270133972168,7.924896240234375,100.78682708740234,1.1521953344345093,0.0,0.0650807097554206,0.0003747557057067,0.0006780076655559
1000.0,157.08837890625,309.9498291015625,52.44306182861328,7.924896240234375,100.79917907714844,1.1536333560943604,0.0,0.0658041313290596,0.0003788028261624,0.000683567894157
1010.0,157.1048583984375,309.94940185546875,52.40206146240234,7.924896240234375,100.78791809082033,1.155068039894104,0.0,0.0665276050567627,0.0003828500921372,0.0006891239318065
1020.0,157.08712768554688,309.94970703125,52.41908264160156,7.924896240234375,100.8002700805664,1.156501531600952,0.0,0.0672510787844657,0.0003868975036311,0.0006946761277504
1030.0,157.1043701171875,309.9493713378906,52.37921524047852,7.924896240234375,100.78840637207033,1.157934546470642,0.0,0.0679746270179748,0.0003909452352672,0.000700224249158
1040.0,157.087158203125,309.9496765136719,52.3970832824707,7.924896240234375,100.80123901367188,1.1593644618988037,0.0,0.0686982274055481,0.0003949933452531,0.000705768703483
1050.0,157.1049041748047,309.9493103027344,52.35806274414063,7.924896240234375,100.78987121582033,1.1607657670974731,0.0,0.0694218501448631,0.0003990456461906,0.0007113148458302
1060.0,157.088134765625,309.9496154785156,52.37681198120117,7.924896240234375,100.80231475830078,1.161922812461853,0.0,0.0701454877853393,0.0004030938143841,0.0007168506854213
1070.0,157.1063232421875,309.9492492675781,52.33864212036133,7.924896240234375,100.79095458984376,1.1630642414093018,0.0,0.0708690285682678,0.0004071414005011,0.0007223813445307
1080.0,157.09002685546875,309.9495544433594,52.35795974731445,7.924896240234375,100.80367279052734,1.1642056703567505,0.0,0.0715924873948097,0.0004111885209567,0.0007279069977812
1090.0,157.0853271484375,309.9490966796875,52.31939697265625,7.924896240234375,100.79122161865234,1.1653467416763306,0.0,0.0723158493638038,0.0004152352630626,0.0007334277615882
1100.0,157.08665466308594,309.9496765136719,52.32577896118164,7.924896240234375,100.79911041259766,1.1664859056472778,0.0,0.073039136826992,0.0004192815395072,0.0007389436941593
1110.0,157.0886993408203,309.9490661621094,52.30266952514648,7.924896240234375,100.7918472290039,1.16762375831604,0.0,0.073762372136116,0.0004233276122249,0.000744454737287
1120.0,157.0901336669922,309.9496765136719,52.30967330932617,7.924896240234375,100.79913330078124,1.1687610149383545,0.0,0.0744855403900146,0.0004273731610737,0.0007499610073864
1130.0,157.0881805419922,309.94842529296875,52.33066177368164,7.924896240234375,100.79397583007812,1.1698980331420898,0.0,0.0752086341381073,0.0004314183897804,0.00075546244625
1140.0,157.0918731689453,309.9495849609375,52.28580093383789,7.924896240234375,100.79547119140624,1.1710352897644043,0.0,0.0759316757321357,0.0004354634147603,0.0007609594031237
1150.0,157.09317016601562,309.94842529296875,52.31678009033203,7.924896240234375,100.79436492919922,1.1721709966659546,0.0,0.0766547322273254,0.0004395083233248,0.0007664517033845
1160.0,157.09555053710938,309.9490966796875,52.26750946044922,7.924896240234375,100.79340362548828,1.173305630683899,0.0,0.0773777738213539,0.0004435533774085,0.0007719395798631
1170.0,157.09036254882812,309.9476318359375,52.30303955078125,7.924896240234375,100.7986068725586,1.1744389533996582,0.0,0.0781007632613182,0.0004475979949347,0.0007774229161441
1180.0,157.100830078125,309.9490661621094,52.25262069702149,7.924896240234375,100.79345703125,1.175572156906128,0.0,0.0788237005472183,0.0004516423505265,0.0007829019450582
1190.0,157.0867156982422,309.9493103027344,52.27523422241211,7.924896240234375,100.80705261230467,1.1767055988311768,0.0,0.0795465782284736,0.0004556864732876,0.0007883763173595
1200.0,157.0840606689453,309.94903564453125,52.24104690551758,7.924896240234375,100.79415130615234,1.1778368949890137,0.0,0.0802694782614708,0.0004597307415679,0.0007938465569168
1210.0,157.08685302734375,309.949462890625,52.24913787841797,7.924896240234375,100.80280303955078,1.1789675951004028,0.0,0.0809923410415649,0.0004637747188098,0.0007993123144842
1220.0,157.08656311035156,309.9483337402344,52.273475646972656,7.924896240234375,100.79578399658205,1.180549383163452,0.0,0.0817152187228202,0.0004678081022575,0.0008047582232393
1230.0,157.0916290283203,309.949462890625,52.23051834106445,7.924896240234375,100.7977066040039,1.182273268699646,0.0,0.082438051700592,0.0004718524287454,0.0008102155406959
1240.0,157.08583068847656,309.947509765625,52.26317596435547,7.924896240234375,100.7992172241211,1.1839958429336548,0.0,0.0831608697772026,0.0004758966970257,0.0008156683179549
1250.0,157.09796142578125,309.9490051269531,52.21638107299805,7.924896240234375,100.7957763671875,1.1857175827026367,0.0,0.0838835313916206,0.0004799401795025,0.0008211162639781
1260.0,157.08404541015625,309.9492492675781,52.23862457275391,7.924896240234375,100.80734252929688,1.187435746192932,0.0,0.0846062004566192,0.0004839835746679,0.0008265597280114
1270.0,157.105712890625,309.9489440917969,52.205665588378906,7.924896240234375,100.79582214355467,1.1891541481018066,0.0,0.0853288322687149,0.0004880269116256,0.0008319985354319
1280.0,157.0859832763672,309.9493713378906,52.21532440185547,7.924896240234375,100.8036880493164,1.190872311592102,0.0,0.0860514491796493,0.0004920698702335,0.0008374326862394
1290.0,157.08656311035156,309.94830322265625,52.24108123779297,7.924896240234375,100.79621887207033,1.1925861835479736,0.0,0.0867739766836166,0.0004961127415299,0.0008428628207184
1300.0,157.0921630859375,309.9493103027344,52.19903564453125,7.924896240234375,100.79983520507812,1.1942987442016602,0.0,0.0874964445829391,0.000500155147165,0.0008482878911308
1310.0,157.0872344970703,309.9474182128906,52.23281478881836,7.924896240234375,100.80137634277344,1.196009635925293,0.0,0.088218905031681,0.0005041974945925,0.0008537088287994
1320.0,157.10020446777344,309.94891357421875,52.18764114379883,7.924896240234375,100.79737091064452,1.1977187395095823,0.0,0.0889413580298423,0.0005082397256046,0.0008591251680627
1330.0,157.08705139160156,309.9491882324219,52.21073532104492,7.924896240234375,100.80915069580078,1.1994277238845823,0.0,0.0896637886762619,0.0005122820148244,0.0008645376074127
1340.0,157.08570861816406,309.94873046875,52.17779922485352,7.924896240234375,100.79693603515624,1.201135277748108,0.0,0.0903862342238426,0.0005163242458365,0.0008699457393959
1350.0,157.0902862548828,309.9493408203125,52.18977355957031,7.924896240234375,100.8043975830078,1.2028396129608154,0.0,0.0911086499691009,0.0005203665350563,0.0008753496222198
1360.0,157.09121704101562,309.9480895996094,52.21577835083008,7.924896240234375,100.79925537109376,1.204389214515686,0.0,0.091831088066101,0.0005244150524958,0.0008807583362795
1370.0,157.0961456298828,309.9488830566406,52.1708984375,7.924896240234375,100.79690551757812,1.2057498693466189,0.0,0.0925533920526504,0.0005284564686007,0.000886152323801
1380.0,157.08323669433594,309.9491577148437,52.19457626342773,7.924896240234375,100.80860137939452,1.2071107625961304,0.0,0.093275599181652,0.000532497128006,0.0008915410726331
1390.0,157.10592651367188,309.9487609863281,52.16320037841797,7.924896240234375,100.79803466796876,1.2084707021713257,0.0,0.0939976498484611,0.0005365370307117,0.0008969246409833
1400.0,157.08726501464844,309.9492492675781,52.17472457885742,7.924896240234375,100.80571746826172,1.2098296880722046,0.0,0.0947195664048194,0.0005405763513408,0.000902303145267
1410.0,157.08868408203125,309.9480895996094,52.2015380859375,7.924896240234375,100.7990264892578,1.211186170578003,0.0,0.0954413786530494,0.000544614973478,0.0009076765272766
1420.0,157.09521484375,309.9492492675781,52.16156768798828,7.924896240234375,100.8008041381836,1.2125420570373535,0.0,0.0961630642414093,0.0005486528389155,0.000913044437766
1430.0,157.09097290039062,309.947265625,52.19661712646485,7.924896240234375,100.8036880493164,1.2138983011245728,0.0,0.0968846082687377,0.0005526899476535,0.000918407284189
1440.0,157.10433959960938,309.94873046875,52.15058135986328,7.924896240234375,100.79847717285156,1.2152535915374756,0.0,0.0976060777902603,0.0005567267071455,0.000923765473999
1450.0,157.08590698242188,309.9492492675781,52.1627082824707,7.924896240234375,100.80512237548828,1.2166069746017456,0.0,0.098327413201332,0.0005607627099379,0.000929118366912
1460.0,157.08755493164062,309.9481506347656,52.19022750854492,7.924896240234375,100.79875183105467,1.2179592847824097,0.0,0.0990486964583396,0.0005647984798997,0.000934466253966
1470.0,157.0943145751953,309.94921875,52.1501350402832,7.924896240234375,100.80137634277344,1.2193105220794678,0.0,0.0997698232531547,0.0005688333767466,0.0009398095426149
1480.0,157.09043884277344,309.9472351074219,52.185665130615234,7.924896240234375,100.80423736572266,1.2206618785858154,0.0,0.1004909202456474,0.0005728679243475,0.000945147825405
1490.0,157.10394287109375,309.9486999511719,52.14022445678711,7.924896240234375,100.79875946044922,1.222012996673584,0.0,0.1012118756771087,0.0005769019480794,0.0009504810441285
1500.0,157.0857391357422,309.9492492675781,52.15275955200195,7.924896240234375,100.80512237548828,1.2233617305755615,0.0,0.1019327789545059,0.0005809356807731,0.0009558096644468
1510.0,157.08755493164062,309.9481201171875,52.18056488037109,7.924896240234375,100.79933166503906,1.2247097492218018,0.0,0.1026535704731941,0.0005849688313901,0.0009611337445676
1520.0,157.0944366455078,309.9491882324219,52.14078903198242,7.924896240234375,100.80193328857422,1.2260559797286987,0.0,0.1033743247389793,0.0005890016327612,0.0009664527606219
1530.0,157.09072875976562,309.9472351074219,52.1766242980957,7.924896240234375,100.80419158935548,1.2274019718170166,0.0,0.1040949970483779,0.0005930340848863,0.0009717672364786
1540.0,157.1044158935547,309.9486999511719,52.131134033203125,7.924896240234375,100.7995147705078,1.2287486791610718,0.0,0.1048155725002288,0.0005970657803118,0.0009770769393071
1550.0,157.08636474609375,309.94921875,52.14397811889648,7.924896240234375,100.8056869506836,1.2300926446914673,0.0,0.1055361405014991,0.0006010976503603,0.0009823823347687
1560.0,157.08831787109375,309.9481201171875,52.17217254638672,7.924896240234375,100.7992706298828,1.2314355373382568,0.0,0.106256678700447,0.0006051294622011,0.0009876831900328
1570.0,157.09532165527344,309.9491577148437,52.132659912109375,7.924896240234375,100.80249786376952,1.2327766418457031,0.0,0.1069770827889442,0.0006091602845117,0.000992979388684
1580.0,157.0919189453125,309.9471740722656,52.16912078857422,7.924896240234375,100.80512237548828,1.2341179847717283,0.0,0.107697457075119,0.0006131911068223,0.0009982712799683
1590.0,157.10586547851562,309.9486999511719,52.12419509887695,7.924896240234375,100.79949188232422,1.235459327697754,0.0,0.1084178313612937,0.0006172219291329,0.0010035588638857
1600.0,157.0879669189453,309.9491882324219,52.13700485229492,7.924896240234375,100.80640411376952,1.2367984056472778,0.0,0.1091382056474685,0.0006212527514435,0.0010088421404361
1610.0,157.09007263183594,309.9480285644531,52.16498947143555,7.924896240234375,100.80006408691406,1.2381367683410645,0.0,0.1098585352301597,0.0006252833991311,0.001014121226035
1620.0,157.0960693359375,309.9487609863281,52.12177658081055,7.924896240234375,100.79853057861328,1.2394728660583496,0.0,0.1105787977576255,0.0006293136393651,0.001019396004267
1630.0,157.0842742919922,309.948974609375,52.14737701416016,7.924896240234375,100.8115463256836,1.2408089637756348,0.0,0.1112990230321884,0.0006333435885608,0.0010246662423014
1640.0,157.0849151611328,309.9486999511719,52.118289947509766,7.924896240234375,100.79932403564452,1.24214506149292,0.0,0.11201923340559,0.0006373735377565,0.0010299325222149
